Depth,IsTerminal,Position,FeatureIndex,FeatureValue,Value0,Value1,Value2,Value3,Number
1.0,0.0,left,0.0,2202.0,,,,,3.0
2.0,0.0,left,2.0,20483.0,,,,,3.0
3.0,1.0,left,,,-0.4009376630639365,-0.34318394380944844,0.8234883288513358,-0.14500787877680074,3.0
3.0,1.0,right,,,-0.34290890971718335,0.07784423622216324,0.0,0.16305732814066137,3.0
2.0,0.0,right,15.0,263.0,,,,,3.0
3.0,1.0,left,,,-0.31062378540658253,-0.0,0.44609655735953807,-0.10972933288071694,3.0
3.0,1.0,right,,,-0.22289346059528437,0.8179231129559763,0.04268140587153581,-0.18727637080268641,3.0
1.0,0.0,right,5.0,0.0,,,,,3.0
2.0,0.0,left,2.0,15712.0,,,,,3.0
3.0,1.0,left,,,-0.18843009336980854,0.5188074600802012,0.0,-0.08184345211181512,3.0
3.0,1.0,right,,,-0.11483966046176575,-0.30142391894536275,0.17334445555383446,0.03544204258311946,3.0
2.0,0.0,right,10.0,3.9,,,,,3.0
3.0,1.0,left,,,-0.6700636973637736,-0.6985963340743794,-0.18520084879039822,0.8588559462139582,3.0
3.0,1.0,right,,,-0.08269581164109584,0.14221723849441886,-0.004619597664407296,0.03462632862555173,3.0
0.0,0.0,,16.0,10.7,,,,,4.0
1.0,0.0,left,2.0,20955.0,,,,,4.0
2.0,0.0,left,15.0,418.0,,,,,4.0
3.0,1.0,left,,,-0.43789484036150006,-0.0,0.804541488058601,-0.2302511563261701,4.0
3.0,1.0,right,,,-0.07809388878856754,0.3899579074859161,-0.0,-0.060664325936739504,4.0
2.0,0.0,right,0.0,1770.0,,,,,4.0
3.0,1.0,left,,,-0.22118874726932028,0.1237209444204337,-0.17133367540643563,0.24338221421636766,4.0
3.0,1.0,right,,,-0.3054920074189965,0.13468664893174548,0.21990512086326913,-0.04731066962060662,4.0
1.0,0.0,right,5.0,0.0,,,,,4.0
2.0,0.0,left,2.0,15712.0,,,,,4.0
3.0,1.0,left,,,-0.18586075326621088,0.5068205876632971,0.0,-0.08039463580016577,4.0
3.0,1.0,right,,,-0.11302112318984764,-0.29592277837837655,0.16962769488131121,0.03497671833735743,4.0
2.0,0.0,right,15.0,399.0,,,,,4.0
3.0,1.0,left,,,-0.6573107806640763,-0.5992521515159186,-0.19170671274399212,0.820157877636206,4.0
3.0,1.0,right,,,-0.009792573422561988,0.010166525877499263,-0.0,-0.014883231293111105,4.0
0.0,0.0,,16.0,10.7,,,,,5.0
1.0,0.0,left,0.0,2580.0,,,,,5.0
2.0,0.0,left,2.0,20483.0,,,,,5.0
3.0,1.0,left,,,-0.41805271617679657,-0.15931706440389934,0.755915529855689,-0.14392076967238232,5.0
3.0,1.0,right,,,-0.37121952532001257,0.10885184396223263,0.0,0.18029019525584056,5.0
2.0,0.0,right,2.0,14812.0,,,,,5.0
3.0,1.0,left,,,0.0879309881003031,-0.03386516495120867,0.05148617661560499,-0.1053844549468323,5.0
3.0,1.0,right,,,-0.3216736003144427,0.7560587543136923,0.15730262291262062,-0.1821047563209089,5.0
1.0,0.0,right,0.0,2363.0,,,,,5.0
2.0,0.0,left,15.0,319.0,,,,,5.0
3.0,1.0,left,,,-0.5997959857072518,-0.7053392491273658,-0.15249174195011225,0.7921737373823885,5.0
3.0,1.0,right,,,-0.07895251995756217,-0.0,0.05480278823437035,-0.024856892738606855,5.0
2.0,0.0,right,9.0,302.0,,,,,5.0
3.0,1.0,left,,,-0.10836190293035391,-0.2130151273558398,0.060750454432715886,0.0760658512509241,5.0
3.0,1.0,right,,,-0.24875969953491445,0.6485228051678475,-0.0,-0.01225020476846212,5.0
0.0,0.0,,16.0,10.7,,,,,6.0
1.0,0.0,left,0.0,2202.0,,,,,6.0
2.0,0.0,left,2.0,20483.0,,,,,6.0
3.0,1.0,left,,,-0.3588999091683795,-0.30337938925006225,0.7173068485477708,-0.11477522471991927,6.0
3.0,1.0,right,,,-0.3284468558166006,0.06984266796817984,0.0,0.1547939350415829,6.0
2.0,0.0,right,15.0,263.0,,,,,6.0
3.0,1.0,left,,,-0.2914663408164175,-0.0,0.4088872307102279,-0.09787607430796713,6.0
3.0,1.0,right,,,-0.20142540914914694,0.760418353926367,0.02978139468061608,-0.17404741542675534,6.0
1.0,0.0,right,0.0,2363.0,,,,,6.0
2.0,0.0,left,15.0,319.0,,,,,6.0
3.0,1.0,left,,,-0.5773831664821577,-0.6784670219019212,-0.13471256896561612,0.7558497540156793,6.0
3.0,1.0,right,,,-0.07841322209861562,-0.0,0.05414837284207186,-0.024732895796982568,6.0
2.0,0.0,right,9.0,302.0,,,,,6.0
3.0,1.0,left,,,-0.10720199884291144,-0.20964244161547252,0.05960044301233064,0.07495855028926542,6.0
3.0,1.0,right,,,-0.24457728170852597,0.6294510869052716,-0.0,-0.010126545499877172,6.0
0.0,0.0,,16.0,10.7,,,,,7.0
1.0,0.0,left,0.0,2202.0,,,,,7.0
2.0,0.0,left,2.0,20483.0,,,,,7.0
3.0,1.0,left,,,-0.3467182837569924,-0.2879255271197403,0.6855648886494248,-0.10663752140926544,7.0
3.0,1.0,right,,,-0.3237820389596767,0.067958711155546,0.0,0.15181634981089104,7.0
2.0,0.0,right,15.0,263.0,,,,,7.0
3.0,1.0,left,,,-0.2862112397848715,-0.0,0.39808662519264537,-0.0951218370034759,7.0
3.0,1.0,right,,,-0.19516096792631407,0.7250454996692561,0.03348092796593899,-0.16904625883757268,7.0
1.0,0.0,right,5.0,0.0,,,,,7.0
2.0,0.0,left,2.0,15712.0,,,,,7.0
3.0,1.0,left,,,-0.1785492124381693,0.4896796034005079,0.0,-0.08109876836239649,7.0
3.0,1.0,right,,,-0.10093883716351833,-0.27797154178234096,0.16758188394680917,0.02196969655886463,7.0
2.0,0.0,right,10.0,3.9,,,,,7.0
3.0,1.0,left,,,-0.5881291719683965,-0.600380729297618,-0.11766602570296933,0.7243565996432353,7.0
3.0,1.0,right,,,-0.07547169114379965,0.14024292645203465,-0.0033906896451709467,0.02922316034950937,7.0
0.0,0.0,,0.0,1462.0,,,,,8.0
1.0,0.0,left,8.0,0.6,,,,,8.0
2.0,0.0,left,10.0,3.58,,,,,8.0
3.0,1.0,left,,,-0.08558318436045953,0.3407800998515286,-0.0,-0.06732907078762676,8.0
3.0,1.0,right,,,-0.05615718537746921,-0.0,0.011275252839609201,0.005786530932828324,8.0
2.0,1.0,right,,,-0.6184131702762844,-0.5119714319476908,-0.0,0.6135869120577075,8.0
1.0,0.0,right,5.0,0.0,,,,,8.0
2.0,0.0,left,12.0,1689.0,,,,,8.0
3.0,1.0,left,,,-0.17845310427522562,0.034672346811726845,0.6340588304799823,-0.337864654302391,8.0
3.0,1.0,right,,,-0.003745109510401459,0.61107590510002,-0.0,-0.17077019120903084,8.0
2.0,0.0,right,0.0,1980.0,,,,,8.0
3.0,1.0,left,,,-0.32819872733960176,-0.3550036706204879,0.5062774875591696,-0.0,8.0
3.0,1.0,right,,,-0.5057082829735423,0.2897354449967202,-0.0,0.23614512791674475,8.0
0.0,0.0,,16.0,10.7,,,,,9.0
1.0,0.0,left,2.0,19237.0,,,,,9.0
2.0,0.0,left,10.0,3.07,,,,,9.0
3.0,1.0,left,,,-0.07847549398771853,0.0,-0.008348979205456353,0.0886869544475927,9.0
3.0,1.0,right,,,-0.28708685644396054,0.0,0.7344636607229222,-0.3016431060565125,9.0
2.0,0.0,right,0.0,2844.0,,,,,9.0
3.0,1.0,left,,,-0.4191206378469016,0.0,0.03965833293588712,0.1878659255946376,9.0
3.0,1.0,right,,,-0.2082581488416085,0.5952285784933248,0.053165562456928925,-0.1628481133361854,9.0
1.0,0.0,right,5.0,0.0,,,,,9.0
2.0,0.0,left,2.0,15712.0,,,,,9.0
3.0,1.0,left,,,-0.17435360067148215,0.474792894011728,0.0,-0.0788062277786183,9.0
3.0,1.0,right,,,-0.09450093467658657,-0.2711552759250237,0.1590224646925525,0.021175932480696144,9.0
2.0,0.0,right,10.0,3.9,,,,,9.0
3.0,1.0,left,,,-0.5552560933810773,-0.5638677176901855,-0.0967222750142003,0.675468385775243,9.0
3.0,1.0,right,,,-0.07094677986196532,0.13732053358911817,-0.003496929513644692,0.027033620464438204,9.0
0.0,0.0,,0.0,1462.0,,,,,10.0
1.0,0.0,left,8.0,0.6,,,,,10.0
2.0,0.0,left,10.0,3.58,,,,,10.0
3.0,1.0,left,,,-0.0836578852229951,0.3380591964656998,-0.0,-0.06667329384525557,10.0
3.0,1.0,right,,,-0.05498061478881659,-0.0,0.01131777837760213,0.004915777633493011,10.0
2.0,1.0,right,,,-0.5875979618276083,-0.4765379410786142,-0.0,0.5736346287556495,10.0
1.0,0.0,right,5.0,0.0,,,,,10.0
2.0,0.0,left,12.0,1689.0,,,,,10.0
3.0,1.0,left,,,-0.16093174944487548,0.0424837878835585,0.592976331582049,-0.32493111153396725,10.0
3.0,1.0,right,,,-0.0,0.589663819238238,-0.0,-0.16699548434808503,10.0
2.0,0.0,right,0.0,1980.0,,,,,10.0
3.0,1.0,left,,,-0.31427407601176627,-0.3388700404196735,0.48552271530710656,-0.0,10.0
3.0,1.0,right,,,-0.4915001066014265,0.2856876899847264,-0.0,0.2275387531673509,10.0
0.0,0.0,,16.0,10.7,,,,,11.0
1.0,0.0,left,0.0,2580.0,,,,,11.0
2.0,0.0,left,2.0,20483.0,,,,,11.0
3.0,1.0,left,,,-0.35674336667016143,-0.10425657300640577,0.6194971127514529,-0.11150358501083113,11.0
3.0,1.0,right,,,-0.33719225112802953,0.11306007672226696,-0.0,0.15886017372895714,11.0
2.0,0.0,right,2.0,14812.0,,,,,11.0
3.0,1.0,left,,,0.10082376158446638,-0.04045304620140164,0.032501696956450526,-0.0989636678563637,11.0
3.0,1.0,right,,,-0.2905986697639994,0.6652505871161631,0.13710697787877288,-0.15974072644164353,11.0
1.0,0.0,right,0.0,2363.0,,,,,11.0
2.0,0.0,left,15.0,319.0,,,,,11.0
3.0,1.0,left,,,-0.49784250336668645,-0.5925529204235938,-0.08530744211948652,0.6392944190850999,11.0
3.0,1.0,right,,,-0.0655880241509859,-0.0,0.0523075055670473,-0.036725385460831456,11.0
2.0,0.0,right,9.0,302.0,,,,,11.0
3.0,1.0,left,,,-0.09267563230383823,-0.2032289974281684,0.049438230077285525,0.06965733153902724,11.0
3.0,1.0,right,,,-0.22747537726413422,0.5943179510254112,-0.0,-0.012248261668848662,11.0
0.0,0.0,,5.0,0.0,,,,,12.0
1.0,0.0,left,10.0,3.39,,,,,12.0
2.0,0.0,left,15.0,165.0,,,,,12.0
3.0,1.0,left,,,-0.0,-0.056115272991111104,0.0,0.033256011398118346,12.0
3.0,1.0,right,,,-0.25508790823197824,0.7264340024294248,-0.008469851451365418,-0.01605553581508834,12.0
2.0,0.0,right,12.0,1689.0,,,,,12.0
3.0,1.0,left,,,-0.1696286384739168,-0.14885229834357933,0.6547772406430443,-0.2505261711546829,12.0
3.0,1.0,right,,,-0.03152824371830623,0.31329655974971593,0.0,-0.09757886132691301,12.0
1.0,0.0,right,8.0,0.6,,,,,12.0
2.0,0.0,left,16.0,10.7,,,,,12.0
3.0,1.0,left,,,-0.18111808136836474,0.6305239737178826,0.0,-0.14870654378133202,12.0
3.0,1.0,right,,,-0.12556261900499724,0.0,-0.06919377630960119,0.17271753371553675,12.0
2.0,0.0,right,10.0,3.87,,,,,12.0
3.0,1.0,left,,,-0.6463930323036903,-0.46170580783449267,0.08787483521829884,0.49627354645041544,12.0
3.0,1.0,right,,,-0.1789409420010422,0.13824580021441957,0.0,0.0006807539888598405,12.0
0.0,0.0,,0.0,1462.0,,,,,13.0
1.0,0.0,left,8.0,0.6,,,,,13.0
2.0,0.0,left,10.0,3.58,,,,,13.0
3.0,1.0,left,,,-0.08016254580213382,0.3289474265913853,-0.0,-0.06580901648346071,13.0
3.0,1.0,right,,,-0.05305880083036438,-0.0,0.00896600185011151,0.004018459608552179,13.0
2.0,0.0,right,10.0,3.67,,,,,13.0
3.0,1.0,left,,,-0.5268332426188627,-0.3793020414395905,-0.08380720391894467,0.5847485103950829,13.0
3.0,1.0,right,,,-0.1680352551148061,-0.22290107319726848,0.2265088305411556,0.007551189138051336,13.0
1.0,0.0,right,5.0,0.0,,,,,13.0
2.0,0.0,left,9.0,604.0,,,,,13.0
3.0,1.0,left,,,-0.18071976516438085,0.31799380987770176,0.5437243378894123,-0.36922033224569517,13.0
3.0,1.0,right,,,0.09821435182069752,0.0,-0.0,-0.03673677895063224,13.0
2.0,0.0,right,0.0,1980.0,,,,,13.0
3.0,1.0,left,,,-0.2925142330809903,-0.3143381311217975,0.4613530902725129,-0.0,13.0
3.0,1.0,right,,,-0.47261696375002726,0.27721468127204385,-0.0,0.2164579106776537,13.0
0.0,0.0,,16.0,10.7,,,,,14.0
1.0,0.0,left,2.0,19237.0,,,,,14.0
2.0,0.0,left,10.0,3.07,,,,,14.0
3.0,1.0,left,,,-0.06544758995053544,0.0,-0.018930849087726243,0.08283407819870228,14.0
3.0,1.0,right,,,-0.24187817290423863,0.0,0.6453314218734196,-0.2806189639601478,14.0
2.0,0.0,right,11.0,39.0,,,,,14.0
3.0,1.0,left,,,-0.2535979614484131,0.3785717901335769,0.22724577054878553,-0.16734828666741874,14.0
3.0,1.0,right,,,-0.34971751342116275,0.049690044899605934,-0.0,0.20749780153624597,14.0
1.0,0.0,right,0.0,2363.0,,,,,14.0
2.0,0.0,left,15.0,319.0,,,,,14.0
3.0,1.0,left,,,-0.45993066359833806,-0.5538190109650596,-0.06615689068177272,0.5874585770516582,14.0
3.0,1.0,right,,,-0.05911971139214623,-0.0,0.05068692430867086,-0.04127728815431249,14.0
2.0,0.0,right,9.0,302.0,,,,,14.0
3.0,1.0,left,,,-0.08497917451199828,-0.20351760475688047,0.04070724306313135,0.07036916861551558,14.0
3.0,1.0,right,,,-0.21748237026723027,0.5710438345738778,-0.0,-0.011343906389551413,14.0
0.0,0.0,,16.0,10.7,,,,,15.0
1.0,0.0,left,9.0,288.0,,,,,15.0
2.0,0.0,left,12.0,1031.0,,,,,15.0
3.0,1.0,left,,,-0.07386580318255667,0.004982161164751753,0.2568702156045475,-0.18022361468622286,15.0
3.0,1.0,right,,,-0.14971287682026418,0.695859450130405,-0.010522640668618286,-0.07685810356860737,15.0
2.0,0.0,right,9.0,412.0,,,,,15.0
3.0,1.0,left,,,-0.42693799651203446,-0.3624390925080614,0.5209531587835597,0.03059207768303629,15.0
3.0,1.0,right,,,-0.2742584977760737,0.20183993508578085,0.21300268362136265,-0.04404529037430607,15.0
1.0,0.0,right,5.0,0.0,,,,,15.0
2.0,0.0,left,10.0,3.67,,,,,15.0
3.0,1.0,left,,,-0.23883439000652312,0.21739443807169373,-0.010636840434514988,0.11516034507436287,15.0
3.0,1.0,right,,,-0.0,-0.07531592737455202,0.2860590061554494,-0.17817914116996675,15.0
2.0,0.0,right,15.0,399.0,,,,,15.0
3.0,1.0,left,,,-0.49718248814170657,-0.4108201833156819,-0.07977798285158949,0.5720082707397611,15.0
3.0,1.0,right,,,-0.0,0.010952308433034713,-0.0,-0.023311645160421647,15.0
0.0,0.0,,0.0,1462.0,,,,,16.0
1.0,0.0,left,8.0,0.6,,,,,16.0
2.0,0.0,left,10.0,3.58,,,,,16.0
3.0,1.0,left,,,-0.07715377956627766,0.3226599262494151,-0.0,-0.06465828870155405,16.0
3.0,1.0,right,,,-0.05121761432487869,-0.0,0.008602214456851734,0.002121597104538381,16.0
2.0,1.0,right,,,-0.514497436808584,-0.39530071888859,-0.0,0.48357212495600965,16.0
1.0,0.0,right,5.0,0.0,,,,,16.0
2.0,0.0,left,9.0,604.0,,,,,16.0
3.0,1.0,left,,,-0.1601146181077583,0.31222413307401237,0.5063828440956438,-0.3565331919156262,16.0
3.0,1.0,right,,,0.1039468466087938,0.0,-0.0,-0.03433056622598718,16.0
2.0,0.0,right,0.0,1980.0,,,,,16.0
3.0,1.0,left,,,-0.275290147065105,-0.29573940157892736,0.4389931414553502,-0.0,16.0
3.0,1.0,right,,,-0.4554113326710443,0.274197206278873,-0.0,0.20699315857975087,16.0
0.0,0.0,,10.0,3.41,,,,,17.0
1.0,0.0,left,5.0,0.0,,,,,17.0
2.0,0.0,left,15.0,165.0,,,,,17.0
3.0,1.0,left,,,0.0,-0.05125020622881736,0.0,0.029396045646205675,17.0
3.0,1.0,right,,,-0.2552700954792777,0.6162862201947158,-0.0,-0.02663273999757045,17.0
2.0,0.0,right,16.0,9.8,,,,,17.0
3.0,1.0,left,,,-0.025621329397651497,0.05849589898417547,0.0,-0.051296679043299494,17.0
3.0,1.0,right,,,-0.5211811419352758,-0.41001388440496833,-0.07539832868565191,0.5874136716062681,17.0
1.0,0.0,right,0.0,2580.0,,,,,17.0
2.0,0.0,left,2.0,18628.0,,,,,17.0
3.0,1.0,left,,,-0.24016224819580226,-0.29994525534486316,0.6178590547454701,-0.12759434206040737,17.0
3.0,1.0,right,,,-0.3388254898941342,-0.0011977648318893391,0.015217091639592867,0.18584736032593516,17.0
2.0,0.0,right,9.0,472.0,,,,,17.0
3.0,1.0,left,,,-0.1728690410768885,0.0,0.34762966779931337,-0.15393825795702618,17.0
3.0,1.0,right,,,-0.07489142465868727,0.7767123560220818,-0.0977176189414556,-0.09334423724064113,17.0
0.0,0.0,,16.0,10.7,,,,,18.0
1.0,0.0,left,9.0,288.0,,,,,18.0
2.0,0.0,left,12.0,1031.0,,,,,18.0
3.0,1.0,left,,,-0.063506478554895,0.0067020669853736226,0.2367135964850446,-0.1746531316701757,18.0
3.0,1.0,right,,,-0.140073739537857,0.6706750375293544,-0.014490229091964124,-0.07224811859700253,18.0
2.0,0.0,right,9.0,412.0,,,,,18.0
3.0,1.0,left,,,-0.4069487120411556,-0.3416080537965145,0.486196102331327,0.03330791926600607,18.0
3.0,1.0,right,,,-0.2552847271080543,0.19718680531675398,0.19973225580419543,-0.04643670378135285,18.0
1.0,0.0,right,10.0,3.9,,,,,18.0
2.0,0.0,left,8.0,0.5,,,,,18.0
3.0,1.0,left,,,0.009829784143466056,0.05600764375978211,-0.0,-0.05584968987839734,18.0
3.0,1.0,right,,,-0.5310149609632286,-0.350967185195076,-0.0,0.502583110870829,18.0
2.0,0.0,right,0.0,2452.0,,,,,18.0
3.0,1.0,left,,,0.01833255210325909,-0.17002738014100208,0.052434455197657076,-0.012346739868775772,18.0
3.0,1.0,right,,,-0.04602834483944664,0.37090622164901443,-0.0,-0.05582372736329183,18.0
0.0,0.0,,5.0,0.0,,,,,19.0
1.0,0.0,left,10.0,3.39,,,,,19.0
2.0,0.0,left,15.0,165.0,,,,,19.0
3.0,1.0,left,,,0.0,-0.04910665047207877,0.0,0.027926855715590636,19.0
3.0,1.0,right,,,-0.2323607622010017,0.6690025473935679,-0.014693546976866173,-0.007842651730091382,19.0
2.0,0.0,right,12.0,1689.0,,,,,19.0
3.0,1.0,left,,,-0.11845406233180734,-0.12906811504770854,0.5547984385003669,-0.22449642669271974,19.0
3.0,1.0,right,,,-0.011955396551001862,0.2988723495539989,-0.0,-0.09211582006175692,19.0
1.0,0.0,right,8.0,0.6,,,,,19.0
2.0,0.0,left,16.0,10.7,,,,,19.0
3.0,1.0,left,,,-0.16394955418229512,0.5972176147743469,0.0,-0.14263211761848668,19.0
3.0,1.0,right,,,-0.11108076805135625,0.0,-0.0660817211024684,0.15786981892495716,19.0
2.0,0.0,right,10.0,3.87,,,,,19.0
3.0,1.0,left,,,-0.5725769546476206,-0.3841591419747,0.10061583734729726,0.4114401478722189,19.0
3.0,1.0,right,,,-0.15686772313957126,0.12983494193276537,0.0,0.0,19.0
0.0,0.0,,0.0,1462.0,,,,,20.0
1.0,0.0,left,8.0,0.6,,,,,20.0
2.0,0.0,left,10.0,3.58,,,,,20.0
3.0,1.0,left,,,-0.07338282155676217,0.31059822631974987,-0.0,-0.06324289154238037,20.0
3.0,1.0,right,,,-0.04922695793258702,-0.0,0.0061015061476443755,0.001676241667354229,20.0
2.0,0.0,right,10.0,3.67,,,,,20.0
3.0,1.0,left,,,-0.45298012120720305,-0.2953748190260923,-0.06044875687424627,0.490266097300783,20.0
3.0,1.0,right,,,-0.1420718583274033,-0.19411092303982258,0.2038977542740672,0.0,20.0
1.0,0.0,right,5.0,0.0,,,,,20.0
2.0,0.0,left,9.0,604.0,,,,,20.0
3.0,1.0,left,,,-0.1358220183785769,0.30495130018718386,0.46511429429713275,-0.3433286699682305,20.0
3.0,1.0,right,,,0.1107392807005558,0.0,-0.0,-0.031216657519544153,20.0
2.0,0.0,right,0.0,1980.0,,,,,20.0
3.0,1.0,left,,,-0.25268019644354417,-0.27067858749592666,0.4155966276362545,-0.00686013167626107,20.0
3.0,1.0,right,,,-0.43423583955814726,0.271651088500699,-0.0,0.19367853125426282,20.0
0.0,0.0,,16.0,10.7,,,,,21.0
1.0,0.0,left,2.0,19237.0,,,,,21.0
2.0,0.0,left,10.0,3.07,,,,,21.0
3.0,1.0,left,,,-0.05101413967022218,0.0,-0.02539212495200044,0.07645431666104002,21.0
3.0,1.0,right,,,-0.1911645437632889,0.01002675053496535,0.5535233704226504,-0.26042738939448,21.0
2.0,0.0,right,11.0,39.0,,,,,21.0
3.0,1.0,left,,,-0.23374891956494928,0.3573820284233926,0.20145437168082003,-0.157013374252238,21.0
3.0,1.0,right,,,-0.30989135758262265,0.05531924514203934,-0.0,0.18856413224288,21.0
1.0,0.0,right,0.0,2363.0,,,,,21.0
2.0,0.0,left,15.0,303.0,,,,,21.0
3.0,1.0,left,,,-0.3820053321942956,-0.479152193880213,-0.051824981171250936,0.4999921023911816,21.0
3.0,1.0,right,,,-0.0660042231036702,-0.0,0.08404414791515727,-0.0466703177551692,21.0
2.0,0.0,right,9.0,302.0,,,,,21.0
3.0,1.0,left,,,-0.06586685152420149,-0.20149060990133005,0.024058574624873236,0.0677205410410934,21.0
3.0,1.0,right,,,-0.19775226906873689,0.5422201783683079,-0.0,-0.015290209543792854,21.0
0.0,0.0,,10.0,3.41,,,,,22.0
1.0,0.0,left,5.0,0.0,,,,,22.0
2.0,0.0,left,14.0,177.0,,,,,22.0
3.0,1.0,left,,,-0.17956753688738308,0.5697756256564894,0.0,-0.08705449066425544,22.0
3.0,1.0,right,,,-0.06268902207865241,-0.04257336054188855,-0.0,0.11626590275550937,22.0
2.0,0.0,right,16.0,9.8,,,,,22.0
3.0,1.0,left,,,-0.01754091095529453,0.06321649796331288,0.0,-0.053895580971639115,22.0
3.0,1.0,right,,,-0.476089395143755,-0.3582456490131364,-0.054019210289780004,0.5246693199137819,22.0
1.0,0.0,right,0.0,2580.0,,,,,22.0
2.0,0.0,left,2.0,18628.0,,,,,22.0
3.0,1.0,left,,,-0.20310781108745532,-0.26822782445471327,0.557131585552041,-0.12219566824895287,22.0
3.0,1.0,right,,,-0.3114985075181931,-0.0,0.003967784095914528,0.16961714900491398,22.0
2.0,0.0,right,9.0,472.0,,,,,22.0
3.0,1.0,left,,,-0.14946727416210714,0.0,0.31007040540520286,-0.14525159971478951,22.0
3.0,1.0,right,,,-0.0600054752273864,0.7302285961820136,-0.0969649686693917,-0.08810311445695582,22.0
0.0,0.0,,5.0,0.0,,,,,23.0
1.0,0.0,left,10.0,3.39,,,,,23.0
2.0,0.0,left,15.0,165.0,,,,,23.0
3.0,1.0,left,,,0.002941593260576774,-0.048651295717916765,0.0,0.025684380197074523,23.0
3.0,1.0,right,,,-0.22100641732707815,0.6263051723533546,-0.013411897388939512,-0.0018844297191214707,23.0
2.0,0.0,right,15.0,332.0,,,,,23.0
3.0,1.0,left,,,-0.05652967370133408,-0.25563683653187236,0.4532765987204582,-0.1585512315250897,23.0
3.0,1.0,right,,,-0.07092138718459512,0.37991176649240166,0.05973314424118352,-0.17288740225804378,23.0
1.0,0.0,right,8.0,0.6,,,,,23.0
2.0,0.0,left,7.0,0.0,,,,,23.0
3.0,1.0,left,,,-0.20221620406854346,0.6048511211676398,-0.0,-0.02073448910207954,23.0
3.0,1.0,right,,,-0.04288352406988663,-0.0,0.0,0.05428729816263847,23.0
